	ENA|OQ831739|OQ831739.1 Achaetomium aegilopis isolate GH19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	ENA|OL772741|OL772741.1 Colletotrichum fructicola isolate GH19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	ENA|MN267651|MN267651.1 Gymnocypris eckloni isolate GH19 cytochrome b gene, partial cds; mitochondrial.	ENA|ON315729|ON315729.1 Hemiculter leucisculus isolate GH19 cytochrome b (cytb) gene, partial cds; mitochondrial.	ENA|MK568234|MK568234.1 Clavibacter michiganensis subsp. michiganensis strain gh19 recombinase A (recA) gene, partial cds.	ENA|MN064559|MN064559.1 Stylosanthes guianensis glycoside hydrolase family 19-1 (GH19-1) mRNA, complete cds.	ENA|MN971588|MN971588.1 Ipomoea batatas cultivar Nanjing92 GH19 family class II acidic chitinase mRNA, complete cds.	ENA|DQ191179|DQ191179.1 Lysobacter yangpyeongensis strain GH19-3 16S ribosomal RNA gene, partial sequence.	ENA|AB301019|AB301019.1 Bacillus pumilus gene for 16S rRNA, partial sequence, strain: GH19.	ENA|MW674692|MW674692.1 Halorubrum sp. strain GH19 16S ribosomal RNA gene, partial sequence.	ENA|KY016743|KY016743.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 18S ribosomal RNA gene, partial sequence.	ENA|ON863362|ON863362.1 HIV-1 strain GH19 from Ghana pol protein (pol) gene, partial cds.	ENA|AY397205|AY397205.1 HIV-1 strain S|GH19 from Ghana pol protein (pol) gene, partial cds.	ENA|EF100837|EF100837.1 Ailuropoda melanoleuca haplotype GH19 control region, partial sequence; mitochondrial.	ENA|KC875428|KC875428.1 Sus scrofa voucher GH19 control region, partial sequence; mitochondrial.	ENA|HQ694616|HQ694616.1 Carassius gibelio haplotype GH19 D-loop, partial sequence; mitochondrial.	ENA|MN267597|MN267597.1 Gymnocypris eckloni isolate GH19 D-loop, partial sequence; mitochondrial.	ENA|HQ660154|HQ660154.1 Bat Paramyxovirus Hip_spec/GH19-T/GHA/2009 isolate BatPV/Hip_spec/GH19-T/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	ENA|HQ660153|HQ660153.1 Bat Paramyxovirus Hip_rub/GH19-140/GHA/2009 isolate BatPV/Hip_rub/GH19-140/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	ENA|KY017958|KY017958.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 cytchrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	ENA|OR668305|OR668305.1 Hynobius unisacculus isolate GH19 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.	ENA|HQ730799|HQ730799.1 Styela clava haplotype GH19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	ENA|MK568138|MK568138.1 Clavibacter michiganensis subsp. michiganensis strain gh19 F0F1 ATP synthase subunit beta (atpD) gene, partial cds.	ENA|MK568170|MK568170.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 DNA gyrase subunit B-like (gyrB) gene, partial sequence.	ENA|MK568202|MK568202.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 polyphosphate kinase-like (ppk) gene, partial sequence.	ENA|ON863398|ON863398.1 HIV-1 strain GH19 from Ghana integrase (pol) gene, partial cds.	ENA|OL854162|OL854162.1 Colletotrichum fructicola isolate GH19 chitin synthase (CHS-1) gene, partial cds.	ENA|JQ741997|JQ741997.1 Uncultured bacterium clone GH19 glycosyl hydrolase family 48 (GHF48) gene, partial cds.	ENA|FJ971954|FJ971954.1 Paramyxovirus bat/GH19/2009 polymerase (L) gene, partial cds.	ENA|KY016151|KY016151.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 16S ribosomal RNA gene, partial sequence; mitochondrial.	ENA|JX845698|JX845698.1 Gambusia holbrooki clone Gh19 microsatellite sequence.	ENA|KY018459|KY018459.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 histone H3 (H3) gene, partial cds.	ENA|AY397532|AY397532.1 HIV-1 strain S|GH19 from Ghana envelope glycoprotein (env) gene, partial cds.	ENA|OM115982|OM115982.1 Giardia intestinalis assemblage AII isolate GH19 triosephosphate isomerase gene, partial cds.	ENA|HX871796|HX871796.1 Hevea brasiliensis mRNA, clone: Hebr-GH19, 5' end sequence, expressed in latex.	ENA|EU723658|EU723658.1 Gracilibacillus halotolerans isolate Gh19 16S ribosomal RNA gene, partial sequence; 16S-23S internal transcribed spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence.	ENA|OM116011|OM116011.1 Giardia intestinalis assemblage AII isolate GH19 glutamate dehydrogenase gene, partial cds.	ENA|LC571610|LC571610.1 Lysobacter sp. MK9-1 Chi19MK gene for GH19 chitinase, complete cds.	ENA|OP730330|OP730330.1 Plasmodiophora brassicae isolate ZJ-1 GH19 chitinase (Chia4) mRNA, complete cds.	ENA|EU098615|EU098615.1 Gossypium herbaceum isolate GH19 retrotransposon Gorge3 reverse transcriptase (pol) gene, partial sequence.	ENA|AY396878|AY396878.1 HIV-1 strain S|GH19 from Ghana gag protein (gag) gene, partial cds.	ENA|AB301460|AB301460.1 Bacillus sp. GH19 fus gene for elongation factor G, partial cds, strain: GH19.	ENA|AB301435|AB301435.1 Bacillus sp. GH19 rpoB gene for RNA polymerase beta subunit, partial cds, strain: GH19.	ENA|OL854151|OL854151.1 Colletotrichum fructicola isolate GH19 calmodulin (CAL) gene, partial cds.	ENA|OL854190|OL854190.1 Colletotrichum fructicola isolate GH19 beta-tubulin 2 (tub2) gene, partial cds.	ENA|KJ699341|KJ699341.1 Maize streak virus isolate MSV-A_GH-gh19-For-2010, complete genome.	ENA|AB986079|AB986079.1 Orthohepevirus A gene for capsid protein, partial cds, isolate: GH19-Nep14.	ENA|OM100936|OM100936.1 Colletotrichum fructicola isolate GH19 mating type protein 1-2-1 (Mat-1-2-1) gene, partial cds; and MAT-1-2-1-Apn2 intergenic spacer, partial sequence.
ENA|HX871796|HX871796.1 Hevea brasiliensis mRNA, clone: Hebr-GH19, 5' end sequence, expressed in latex.	0.869055882089885	0.863915716354034	0.865846528350581	0.872262934563673	0.871779788708135	0.853001723502659	0.837866458345363	0.844378527851223	0.8415928830585	0.861434249096959	0.86170604815844	0.867907660740359	0.866892730395188	0.840221658204413	0.846466097589816	0.852168103246347	0.849055665070353	0.856418468926091	0.856418468926091	0.847202593830787	0.860292549208554	0.863624441571528	0.867179335547152	0.873069558351743	0.858058119397361	0.859054528853846	0.866025403784439	0.846179305747741	0.864009043880315	0.850503385690083	0.848026494969475	0.879536756287295	0.847474517858351	0.853238747314139	0	0.865049600202677	0.869718492622904	0.868114732282431	0.861288675078328	0.844097150806707	0.853108255894333	0.848136026433684	0.862763526266404	0.853760698654536	0.862547786840094	0.856207794545	0.856159861671793	0.848214569828393
ENA|EU723658|EU723658.1 Gracilibacillus halotolerans isolate Gh19 16S ribosomal RNA gene, partial sequence; 16S-23S internal transcribed spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence.	0.864349332146117	0.847186100476314	0.872538848310977	0.862497790735947	0.88816380890932	0.839799474812134	0.841755002016973	0.850624565912354	0.852207124612452	0.846836155406455	0.831811576704373	0.855769833211562	0.855243268336521	0.86440211200341	0.86386842558136	0.845854368824604	0.847289108088157	0.836773418148953	0.834502658418187	0.869613568205509	0.849714614075299	0.843610592700677	0.870429238263243	0.859093127826026	0.863644807163904	0.846901044579793	0.851757122704842	0.853436078987061	0.842151921066519	0.829069551870698	0.859124692984225	0.862316498502576	0.855800424279623	0.867835281210558	0.865049600202677	0	0.883361686316799	0.871857290578645	0.866270424415677	0.856977879207128	0.855440486332028	0.854708322054649	0.851581375850046	0.863094683353126	0.855617853520366	0.863094683353126	0.882227364772092	0.847011267921781
ENA|OM116011|OM116011.1 Giardia intestinalis assemblage AII isolate GH19 glutamate dehydrogenase gene, partial cds.	0.848952719956018	0.844461221192756	0.870388279778489	0.874248113701004	0.821375391795113	0.862616800269821	0.838870492807861	0.872278375988647	0.869180333736759	0.862370170210748	0.889913652398272	0.866025403784439	0.868427698007535	0.857433168025743	0.866025403784439	0.862811940369652	0.862522252859717	0.868485009429694	0.858604312350988	0.853165374627091	0.853165374627091	0.855156428384189	0.808372034730701	0.814512382172287	0.840399087971129	0.86221868028452	0.866025403784439	0.836660026534076	0.878627890909479	0.874912745765875	0.864124138255488	0.860734446490563	0.87994633674762	0.842423539174232	0.869718492622904	0.883361686316799	0	0.810586998446979	0.838012751793363	0.88089387895139	0.861295573748918	0.847911698448614	0.85142180724429	0.862316498502576	0.844335967376998	0.858591571807857	0.841865704300674	0.854343921952683
ENA|LC571610|LC571610.1 Lysobacter sp. MK9-1 Chi19MK gene for GH19 chitinase, complete cds.	0.861640436855329	0.866546321367653	0.870274123009715	0.872445250021865	0.809938269252664	0.860206578179252	0.867318945063676	0.863360703917618	0.857829131538328	0.852286484590704	0.855791361621249	0.862030880476772	0.864577925915276	0.855573565261499	0.87355984117661	0.875595035770913	0.866456155068862	0.868861035554907	0.878077261974379	0.887541582884821	0.882025520567786	0.881707796196537	0.829457654133109	0.808305345621588	0.820077723467399	0.865855777810079	0.857097068374046	0.859184162384703	0.876037590783133	0.871571677034435	0.882453060652701	0.839286909062253	0.861549790341286	0.843597322019097	0.868114732282431	0.871857290578645	0.810586998446979	0	0.823033887685477	0.877971146071062	0.874667353879573	0.873495141940562	0.852535654742085	0.847255760471094	0.845154254728517	0.842893875568025	0.851896798526562	0.862753667858164
ENA|OP730330|OP730330.1 Plasmodiophora brassicae isolate ZJ-1 GH19 chitinase (Chia4) mRNA, complete cds.	0.848036016563562	0.870451235062632	0.866964184985587	0.880578783762934	0.827871210686159	0.844984015175026	0.853343263971966	0.866478701592911	0.857599660927659	0.856857510341318	0.863438960764571	0.868966075756888	0.867762668125779	0.858018833720102	0.853010233903421	0.884769025857565	0.887548815474689	0.880900484210582	0.894026372162401	0.872033405577023	0.873952575056722	0.8843245728143	0.858763617009826	0.844231764817738	0.859950201340678	0.871617642368276	0.84971037536782	0.876972197297987	0.855165721492012	0.887780883717545	0.848225253909862	0.858200405795719	0.870025542409212	0.840096016460278	0.861288675078328	0.866270424415677	0.838012751793363	0.823033887685477	0	0.871154322292828	0.861843701882185	0.856672477606077	0.849836585598797	0.844097150806707	0.859439563690411	0.860412736725451	0.878985857064444	0.868806113908121
ENA|EU098615|EU098615.1 Gossypium herbaceum isolate GH19 retrotransposon Gorge3 reverse transcriptase (pol) gene, partial sequence.	0.866025403784439	0.87148934066119	0.846433822841583	0.836142451460395	0.873589088036728	0.843502665202609	0.832753421409702	0.865005950336555	0.864317602075582	0.859905006217727	0.839343069315858	0.853293969906234	0.855214350768576	0.860712314349803	0.862043656699036	0.843761907399594	0.847250232877283	0.840614449709987	0.863074712399612	0.863811714632871	0.859337848847319	0.862427443050929	0.889605445949138	0.873272604641189	0.881636461802431	0.81562565099354	0.853628824807735	0.854473828161256	0.82915619758885	0.845154254728517	0.860366134304153	0.841938691053969	0.824957911384305	0.854493259282208	0.844097150806707	0.856977879207128	0.88089387895139	0.877971146071062	0.871154322292828	0	0.830990019559471	0.856619108061626	0.852802865422442	0.855131568824353	0.855609438089905	0.85146931829632	0.873404938055122	0.863309164776718
ENA|AY396878|AY396878.1 HIV-1 strain S|GH19 from Ghana gag protein (gag) gene, partial cds.	0.848528137423857	0.859633985039734	0.84565568120676	0.843899385061291	0.879827474873437	0.850719532938867	0.864724087641687	0.861838310422493	0.862749424560392	0.860456050815273	0.863459396947833	0.873395965653902	0.857816446918438	0.861531209443233	0.837080775882538	0.831370236770739	0.857545692884417	0.843630079899781	0.859499120848148	0.851205555787551	0.863428620116294	0.83522738845129	0.860537495604409	0.855110444815388	0.857390837144326	0.839451227036508	0.862662185627507	0.857245773977849	0.856348838577675	0.846618571601372	0.844419018178102	0.841389629087801	0.834148785172163	0.865609345435283	0.853108255894333	0.855440486332028	0.861295573748918	0.874667353879573	0.861843701882185	0.830990019559471	0	0.838040654579671	0.828178098319452	0.881194812736814	0.853108255894333	0.871385288444156	0.864783789663827	0.875923158336589
ENA|AB301460|AB301460.1 Bacillus sp. GH19 fus gene for elongation factor G, partial cds, strain: GH19.	0.835767588918455	0.838318422663953	0.859184162384703	0.850397533901196	0.854089339023627	0.861640436855329	0.856348838577675	0.868694209506216	0.855896103236183	0.860173813771955	0.856431830179225	0.862316498502576	0.856013212917683	0.857893529764163	0.866813774820508	0.85081172830123	0.859548445063898	0.865015461279016	0.851435097316128	0.844031622944883	0.866025403784439	0.843423758477099	0.854797728652027	0.848795938641642	0.846145638359351	0.865718900358175	0.833655021565093	0.853581427052864	0.860916064775327	0.842248271609831	0.85153286789661	0.859565880654132	0.854297700689583	0.842664840617814	0.848136026433684	0.854708322054649	0.847911698448614	0.873495141940562	0.856672477606077	0.856619108061626	0.838040654579671	0	0.851581375850046	0.863922303428813	0.857492925712544	0.861512473620517	0.853584417013464	0.849019041796669
ENA|AB301435|AB301435.1 Bacillus sp. GH19 rpoB gene for RNA polymerase beta subunit, partial cds, strain: GH19.	0.868519003543141	0.87565584731634	0.857267832408833	0.858797303441825	0.842927230423525	0.843377785597205	0.833989243181698	0.846114112226649	0.845154254728517	0.86066296582387	0.839442203153519	0.848727861596901	0.845431309072864	0.879626634862642	0.870927053138519	0.875037357241985	0.855595815145813	0.837456466530251	0.871779788708135	0.852093791661008	0.867559550963555	0.841098572410296	0.863778900898433	0.849836585598797	0.870524267324007	0.844286984869785	0.865467936456775	0.848765587585892	0.852397957811381	0.838027491396242	0.849669803812166	0.849422737711778	0.864525791570533	0.866388898198675	0.862763526266404	0.851581375850046	0.85142180724429	0.852535654742085	0.849836585598797	0.852802865422442	0.828178098319452	0.851581375850046	0	0.882863874871933	0.852666884736666	0.86710996952412	0.868243142124459	0.862391206451471
ENA|OL854151|OL854151.1 Colletotrichum fructicola isolate GH19 calmodulin (CAL) gene, partial cds.	0.863025653157714	0.857189632927069	0.868899162725891	0.868899162725891	0.822296223650416	0.855847512255905	0.846618571601372	0.865586576594477	0.863381045233385	0.859970836266147	0.875189948987367	0.855700825742855	0.85173405579653	0.867186763302845	0.882406242441104	0.86991767240168	0.881817738344668	0.880112206214485	0.862662185627507	0.878711287540173	0.872214030484595	0.874418480743503	0.827042925125413	0.831251398047689	0.842549767010893	0.863783131116982	0.866025403784439	0.860393966609354	0.866696481299927	0.872871560943969	0.851781612206801	0.846747383861014	0.869490509266471	0.846017979281702	0.853760698654536	0.863094683353126	0.862316498502576	0.847255760471094	0.844097150806707	0.855131568824353	0.881194812736814	0.863922303428813	0.882863874871933	0	0.857620329758372	0.830770609953421	0.828790204987665	0.842105263157895
ENA|OL854190|OL854190.1 Colletotrichum fructicola isolate GH19 beta-tubulin 2 (tub2) gene, partial cds.	0.85485041426511	0.866025403784439	0.86038348441828	0.85702259858637	0.856348838577675	0.849216040364099	0.853822730305566	0.844633197801843	0.86222457690563	0.85679321696631	0.862467097046432	0.866246413205871	0.868510417224564	0.868763240601875	0.862378964835992	0.862072734116504	0.854992782558922	0.858682615927917	0.874916238285134	0.857492925712544	0.847013100642812	0.857954646786501	0.863712915267567	0.839073368452997	0.833999733546454	0.872242464241746	0.857097068374046	0.868482218376613	0.862948927262691	0.851334624106077	0.852573586519139	0.859647433947094	0.852433926246438	0.855783351805944	0.862547786840094	0.855617853520366	0.844335967376998	0.845154254728517	0.859439563690411	0.855609438089905	0.853108255894333	0.857492925712544	0.852666884736666	0.857620329758372	0	0.870708307157316	0.878350027892509	0.857395753869554
ENA|KJ699341|KJ699341.1 Maize streak virus isolate MSV-A_GH-gh19-For-2010, complete genome.	0.843872746402686	0.844391135607011	0.869058777008055	0.864203012518961	0.862554346113913	0.875717436699137	0.866025403784439	0.873002064280416	0.869261793334194	0.868974362792043	0.867518981330628	0.856038314104198	0.847015271255176	0.854678145272316	0.861247683779489	0.847966755862292	0.853439048178148	0.852230578455795	0.850128896887873	0.865848284362649	0.868258390912927	0.859768956061632	0.84970583144992	0.854156061345049	0.864437821507566	0.863137228626282	0.88795356773963	0.867270946501692	0.858608934454785	0.859784289774657	0.842993652332175	0.850453079394491	0.857551857909151	0.873373451676927	0.856207794545	0.863094683353126	0.858591571807857	0.842893875568025	0.860412736725451	0.85146931829632	0.871385288444156	0.861512473620517	0.86710996952412	0.830770609953421	0.870708307157316	0	0.844743886044586	0.875121193933959
ENA|AB986079|AB986079.1 Orthohepevirus A gene for capsid protein, partial cds, isolate: GH19-Nep14.	0.861949967503261	0.867897893330058	0.856841417760529	0.859790966647774	0.830876242258279	0.844510491079387	0.844510491079387	0.856027084353063	0.855161937330101	0.852072413155287	0.858778201865883	0.870340845882175	0.858292879305582	0.861356769214109	0.837411405245486	0.80860754006264	0.829957702075258	0.853498406575027	0.842723422971037	0.860828462021117	0.873944808073745	0.856348838577675	0.835164654424503	0.850317126539431	0.855076475465483	0.876401620547767	0.843527392286973	0.86496604509582	0.88610675721675	0.871667322760597	0.858545710548214	0.853643148280169	0.87994633674762	0.847836308415705	0.856159861671793	0.882227364772092	0.841865704300674	0.851896798526562	0.878985857064444	0.873404938055122	0.864783789663827	0.853584417013464	0.868243142124459	0.828790204987665	0.878350027892509	0.844743886044586	0	0.83564157207679
ENA|OM100936|OM100936.1 Colletotrichum fructicola isolate GH19 mating type protein 1-2-1 (Mat-1-2-1) gene, partial cds; and MAT-1-2-1-Apn2 intergenic spacer, partial sequence.	0.864931246172816	0.85501282528857	0.863348348217781	0.859933707507975	0.871779788708135	0.867871762977241	0.857777354866242	0.857534753615582	0.849276982876041	0.856746955214048	0.864179402374858	0.853126620365741	0.844645993128136	0.859145913012953	0.860119657514417	0.840917865872082	0.860406013148843	0.854327089811861	0.851180386339726	0.851559377984371	0.860292549208554	0.849076105280404	0.885437744847146	0.869691690407374	0.866976557727112	0.853897813096865	0.835967522599831	0.859439563690411	0.860963844338856	0.848795938641642	0.858917849429286	0.859168404332442	0.86502939954025	0.846884357367698	0.848214569828393	0.847011267921781	0.854343921952683	0.862753667858164	0.868806113908121	0.863309164776718	0.875923158336589	0.849019041796669	0.862391206451471	0.842105263157895	0.857395753869554	0.875121193933959	0.83564157207679	0
